emoji,description,version,keywords,category,group,subgroup,parent,components
✋🏻,"raised hand: light skin tone",1.0,5|five|hand|high|light skin tone|raised|stop,face-emotion,people-body,hand-fingers-open,✋,🏻
✋🏼,"raised hand: medium-light skin tone",1.0,5|five|hand|high|medium-light skin tone|raised|stop,face-emotion,people-body,hand-fingers-open,✋,🏼
✋🏽,"raised hand: medium skin tone",1.0,5|five|hand|high|medium skin tone|raised|stop,face-emotion,people-body,hand-fingers-open,✋,🏽
✋🏾,"raised hand: medium-dark skin tone",1.0,5|five|hand|high|medium-dark skin tone|raised|stop,face-emotion,people-body,hand-fingers-open,✋,🏾
✋🏿,"raised hand: dark skin tone",1.0,5|dark skin tone|five|hand|high|raised|stop,face-emotion,people-body,hand-fingers-open,✋,🏿
🖖,"vulcan salute",1.0,finger|hand|hands|salute|Vulcan,face-emotion,people-body,hand-fingers-open,,
🖖🏻,"vulcan salute: light skin tone",1.0,finger|hand|hands|light skin tone|salute|Vulcan,face-emotion,people-body,hand-fingers-open,🖖,🏻
🖖🏼,"vulcan salute: medium-light skin tone",1.0,finger|hand|hands|medium-light skin tone|salute|Vulcan,face-emotion,people-body,hand-fingers-open,🖖,🏼
🖖🏽,"vulcan salute: medium skin tone",1.0,finger|hand|hands|medium skin tone|salute|Vulcan,face-emotion,people-body,hand-fingers-open,🖖,🏽
🖖🏾,"vulcan salute: medium-dark skin tone",1.0,finger|hand|hands|medium-dark skin tone|salute|Vulcan,face-emotion,people-body,hand-fingers-open,🖖,🏾
🖖🏿,"vulcan salute: dark skin tone",1.0,dark skin tone|finger|hand|hands|salute|Vulcan,face-emotion,people-body,hand-fingers-open,🖖,🏿
🫱,"rightwards hand",14.0,hand|handshake|hold|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,,
🫱🏻,"rightwards hand: light skin tone",14.0,hand|handshake|hold|light skin tone|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,🫱,🏻
🫱🏼,"rightwards hand: medium-light skin tone",14.0,hand|handshake|hold|medium-light skin tone|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,🫱,🏼
🫱🏽,"rightwards hand: medium skin tone",14.0,hand|handshake|hold|medium skin tone|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,🫱,🏽
🫱🏾,"rightwards hand: medium-dark skin tone",14.0,hand|handshake|hold|medium-dark skin tone|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,🫱,🏾
🫱🏿,"rightwards hand: dark skin tone",14.0,dark skin tone|hand|handshake|hold|reach|right|rightward|rightwards|shake,face-emotion,people-body,hand-fingers-open,🫱,🏿
🫲,"leftwards hand",14.0,hand|handshake|hold|left|leftward|leftwards|reach|shake,face-emotion,people-body,hand-fingers-open,,
🫲🏻,"leftwards hand: light skin tone",14.0,hand|handshake|hold|left|leftward|leftwards|light skin tone|reach|shake,face-emotion,people-body,hand-fingers-open,🫲,🏻
🫲🏼,"leftwards hand: medium-light skin tone",14.0,hand|handshake|hold|left|leftward|leftwards|medium-light skin tone|reach|shake,face-emotion,people-body,hand-fingers-open,🫲,🏼
🫲🏽,"leftwards hand: medium skin tone",14.0,hand|handshake|hold|left|leftward|leftwards|medium skin tone|reach|shake,face-emotion,people-body,hand-fingers-open,🫲,🏽
🫲🏾,"leftwards hand: medium-dark skin tone",14.0,hand|handshake|hold|left|leftward|leftwards|medium-dark skin tone|reach|shake,face-emotion,people-body,hand-fingers-open,🫲,🏾
🫲🏿,"leftwards hand: dark skin tone",14.0,dark skin tone|hand|handshake|hold|left|leftward|leftwards|reach|shake,face-emotion,people-body,hand-fingers-open,🫲,🏿
🫳,"palm down hand",14.0,dismiss|down|drop|dropped|hand|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,,
🫳🏻,"palm down hand: light skin tone",14.0,dismiss|down|drop|dropped|hand|light skin tone|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,🫳,🏻
🫳🏼,"palm down hand: medium-light skin tone",14.0,dismiss|down|drop|dropped|hand|medium-light skin tone|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,🫳,🏼
🫳🏽,"palm down hand: medium skin tone",14.0,dismiss|down|drop|dropped|hand|medium skin tone|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,🫳,🏽
🫳🏾,"palm down hand: medium-dark skin tone",14.0,dismiss|down|drop|dropped|hand|medium-dark skin tone|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,🫳,🏾
🫳🏿,"palm down hand: dark skin tone",14.0,dark skin tone|dismiss|down|drop|dropped|hand|palm|pick|shoo|up,face-emotion,people-body,hand-fingers-open,🫳,🏿
🫴,"palm up hand",14.0,beckon|catch|come|hand|hold|know|lift|me|offer|palm|tell,face-emotion,people-body,hand-fingers-open,,
🫴🏻,"palm up hand: light skin tone",14.0,beckon|catch|come|hand|hold|know|lift|light skin tone|me|offer|palm|tell,face-emotion,people-body,hand-fingers-open,🫴,🏻
🫴🏼,"palm up hand: medium-light skin tone",14.0,beckon|catch|come|hand|hold|know|lift|me|medium-light skin tone|offer|palm|tell,face-emotion,people-body,hand-fingers-open,🫴,🏼
🫴🏽,"palm up hand: medium skin tone",14.0,beckon|catch|come|hand|hold|know|lift|me|medium skin tone|offer|palm|tell,face-emotion,people-body,hand-fingers-open,🫴,🏽
🫴🏾,"palm up hand: medium-dark skin tone",14.0,beckon|catch|come|hand|hold|know|lift|me|medium-dark skin tone|offer|palm|tell,face-emotion,people-body,hand-fingers-open,🫴,🏾
🫴🏿,"palm up hand: dark skin tone",14.0,beckon|catch|come|dark skin tone|hand|hold|know|lift|me|offer|palm|tell,face-emotion,people-body,hand-fingers-open,🫴,🏿
🫷,"leftwards pushing hand",15.0,block|five|halt|hand|high|hold|leftward|leftwards|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,,
🫷🏻,"leftwards pushing hand: light skin tone",15.0,block|five|halt|hand|high|hold|leftward|leftwards|light skin tone|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫷,🏻
🫷🏼,"leftwards pushing hand: medium-light skin tone",15.0,block|five|halt|hand|high|hold|leftward|leftwards|medium-light skin tone|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫷,🏼
🫷🏽,"leftwards pushing hand: medium skin tone",15.0,block|five|halt|hand|high|hold|leftward|leftwards|medium skin tone|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫷,🏽
🫷🏾,"leftwards pushing hand: medium-dark skin tone",15.0,block|five|halt|hand|high|hold|leftward|leftwards|medium-dark skin tone|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫷,🏾
🫷🏿,"leftwards pushing hand: dark skin tone",15.0,block|dark skin tone|five|halt|hand|high|hold|leftward|leftwards|pause|push|pushing|refuse|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫷,🏿
🫸,"rightwards pushing hand",15.0,block|five|halt|hand|high|hold|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,,
🫸🏻,"rightwards pushing hand: light skin tone",15.0,block|five|halt|hand|high|hold|light skin tone|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫸,🏻
🫸🏼,"rightwards pushing hand: medium-light skin tone",15.0,block|five|halt|hand|high|hold|medium-light skin tone|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫸,🏼
🫸🏽,"rightwards pushing hand: medium skin tone",15.0,block|five|halt|hand|high|hold|medium skin tone|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫸,🏽
🫸🏾,"rightwards pushing hand: medium-dark skin tone",15.0,block|five|halt|hand|high|hold|medium-dark skin tone|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫸,🏾
🫸🏿,"rightwards pushing hand: dark skin tone",15.0,block|dark skin tone|five|halt|hand|high|hold|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait,face-emotion,people-body,hand-fingers-open,🫸,🏿
👌,"OK hand",0.6,awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,,
👌🏻,"OK hand: light skin tone",1.0,awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|light skin tone|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,👌,🏻
👌🏼,"OK hand: medium-light skin tone",1.0,awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|medium-light skin tone|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,👌,🏼
👌🏽,"OK hand: medium skin tone",1.0,awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|medium skin tone|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,👌,🏽
👌🏾,"OK hand: medium-dark skin tone",1.0,awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|medium-dark skin tone|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,👌,🏾
👌🏿,"OK hand: dark skin tone",1.0,awesome|bet|dark skin tone|dope|fleek|fosho|got|gotcha|hand|legit|OK|okay|pinch|rad|sure|sweet|three,face-emotion,people-body,hand-fingers-partial,👌,🏿
🤌,"pinched fingers",13.0,fingers|gesture|hand|hold|huh|interrogation|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,,
🤌🏻,"pinched fingers: light skin tone",13.0,fingers|gesture|hand|hold|huh|interrogation|light skin tone|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,🤌,🏻
🤌🏼,"pinched fingers: medium-light skin tone",13.0,fingers|gesture|hand|hold|huh|interrogation|medium-light skin tone|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,🤌,🏼
🤌🏽,"pinched fingers: medium skin tone",13.0,fingers|gesture|hand|hold|huh|interrogation|medium skin tone|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,🤌,🏽
🤌🏾,"pinched fingers: medium-dark skin tone",13.0,fingers|gesture|hand|hold|huh|interrogation|medium-dark skin tone|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,🤌,🏾
🤌🏿,"pinched fingers: dark skin tone",13.0,dark skin tone|fingers|gesture|hand|hold|huh|interrogation|patience|pinched|relax|sarcastic|ugh|what|zip,face-emotion,people-body,hand-fingers-partial,🤌,🏿
🤏,"pinching hand",12.0,amount|bit|fingers|hand|little|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,,
🤏🏻,"pinching hand: light skin tone",12.0,amount|bit|fingers|hand|light skin tone|little|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,🤏,🏻
🤏🏼,"pinching hand: medium-light skin tone",12.0,amount|bit|fingers|hand|little|medium-light skin tone|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,🤏,🏼
🤏🏽,"pinching hand: medium skin tone",12.0,amount|bit|fingers|hand|little|medium skin tone|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,🤏,🏽
🤏🏾,"pinching hand: medium-dark skin tone",12.0,amount|bit|fingers|hand|little|medium-dark skin tone|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,🤏,🏾
🤏🏿,"pinching hand: dark skin tone",12.0,amount|bit|dark skin tone|fingers|hand|little|pinching|small|sort,face-emotion,people-body,hand-fingers-partial,🤏,🏿
✌️,"victory hand",0.6,hand|peace|v|victory,face-emotion,people-body,hand-fingers-partial,,
✌🏻,"victory hand: light skin tone",1.0,hand|light skin tone|peace|v|victory,face-emotion,people-body,hand-fingers-partial,✌️,🏻
✌🏼,"victory hand: medium-light skin tone",1.0,hand|medium-light skin tone|peace|v|victory,face-emotion,people-body,hand-fingers-partial,✌️,🏼
✌🏽,"victory hand: medium skin tone",1.0,hand|medium skin tone|peace|v|victory,face-emotion,people-body,hand-fingers-partial,✌️,🏽
✌🏾,"victory hand: medium-dark skin tone",1.0,hand|medium-dark skin tone|peace|v|victory,face-emotion,people-body,hand-fingers-partial,✌️,🏾
✌🏿,"victory hand: dark skin tone",1.0,dark skin tone|hand|peace|v|victory,face-emotion,people-body,hand-fingers-partial,✌️,🏿
🤞,"crossed fingers",3.0,cross|crossed|finger|fingers|hand|luck,face-emotion,people-body,hand-fingers-partial,,
🤞🏻,"crossed fingers: light skin tone",3.0,cross|crossed|finger|fingers|hand|light skin tone|luck,face-emotion,people-body,hand-fingers-partial,🤞,🏻
🤞🏼,"crossed fingers: medium-light skin tone",3.0,cross|crossed|finger|fingers|hand|luck|medium-light skin tone,face-emotion,people-body,hand-fingers-partial,🤞,🏼
🤞🏽,"crossed fingers: medium skin tone",3.0,cross|crossed|finger|fingers|hand|luck|medium skin tone,face-emotion,people-body,hand-fingers-partial,🤞,🏽
🤞🏾,"crossed fingers: medium-dark skin tone",3.0,cross|crossed|finger|fingers|hand|luck|medium-dark skin tone,face-emotion,people-body,hand-fingers-partial,🤞,🏾
🤞🏿,"crossed fingers: dark skin tone",3.0,cross|crossed|dark skin tone|finger|fingers|hand|luck,face-emotion,people-body,hand-fingers-partial,🤞,🏿
🫰,"hand with index finger and thumb crossed",14.0,<3|crossed|expensive|finger|hand|heart|index|love|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,,
🫰🏻,"hand with index finger and thumb crossed: light skin tone",14.0,<3|crossed|expensive|finger|hand|heart|index|light skin tone|love|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,🫰,🏻
🫰🏼,"hand with index finger and thumb crossed: medium-light skin tone",14.0,<3|crossed|expensive|finger|hand|heart|index|love|medium-light skin tone|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,🫰,🏼
🫰🏽,"hand with index finger and thumb crossed: medium skin tone",14.0,<3|crossed|expensive|finger|hand|heart|index|love|medium skin tone|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,🫰,🏽
🫰🏾,"hand with index finger and thumb crossed: medium-dark skin tone",14.0,<3|crossed|expensive|finger|hand|heart|index|love|medium-dark skin tone|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,🫰,🏾
🫰🏿,"hand with index finger and thumb crossed: dark skin tone",14.0,<3|crossed|dark skin tone|expensive|finger|hand|heart|index|love|money|snap|thumb,face-emotion,people-body,hand-fingers-partial,🫰,🏿
🤟,"love-you gesture",5.0,fingers|gesture|hand|ILY|love|love-you|three|you,face-emotion,people-body,hand-fingers-partial,,
🤟🏻,"love-you gesture: light skin tone",5.0,fingers|gesture|hand|ILY|light skin tone|love|love-you|three|you,face-emotion,people-body,hand-fingers-partial,🤟,🏻
🤟🏼,"love-you gesture: medium-light skin tone",5.0,fingers|gesture|hand|ILY|love|love-you|medium-light skin tone|three|you,face-emotion,people-body,hand-fingers-partial,🤟,🏼
🤟🏽,"love-you gesture: medium skin tone",5.0,fingers|gesture|hand|ILY|love|love-you|medium skin tone|three|you,face-emotion,people-body,hand-fingers-partial,🤟,🏽
🤟🏾,"love-you gesture: medium-dark skin tone",5.0,fingers|gesture|hand|ILY|love|love-you|medium-dark skin tone|three|you,face-emotion,people-body,hand-fingers-partial,🤟,🏾
🤟🏿,"love-you gesture: dark skin tone",5.0,dark skin tone|fingers|gesture|hand|ILY|love|love-you|three|you,face-emotion,people-body,hand-fingers-partial,🤟,🏿
🤘,"sign of the horns",1.0,finger|hand|horns|rock-on|sign,face-emotion,people-body,hand-fingers-partial,,
🤘🏻,"sign of the horns: light skin tone",1.0,finger|hand|horns|light skin tone|rock-on|sign,face-emotion,people-body,hand-fingers-partial,🤘,🏻
🤘🏼,"sign of the horns: medium-light skin tone",1.0,finger|hand|horns|medium-light skin tone|rock-on|sign,face-emotion,people-body,hand-fingers-partial,🤘,🏼
🤘🏽,"sign of the horns: medium skin tone",1.0,finger|hand|horns|medium skin tone|rock-on|sign,face-emotion,people-body,hand-fingers-partial,🤘,🏽
🤘🏾,"sign of the horns: medium-dark skin tone",1.0,finger|hand|horns|medium-dark skin tone|rock-on|sign,face-emotion,people-body,hand-fingers-partial,🤘,🏾
🤘🏿,"sign of the horns: dark skin tone",1.0,dark skin tone|finger|hand|horns|rock-on|sign,face-emotion,people-body,hand-fingers-partial,🤘,🏿
🤙,"call me hand",3.0,call|hand|hang|loose|me|Shaka,face-emotion,people-body,hand-fingers-partial,,
🤙🏻,"call me hand: light skin tone",3.0,call|hand|hang|light skin tone|loose|me|Shaka,face-emotion,people-body,hand-fingers-partial,🤙,🏻
🤙🏼,"call me hand: medium-light skin tone",3.0,call|hand|hang|loose|me|medium-light skin tone|Shaka,face-emotion,people-body,hand-fingers-partial,🤙,🏼
🤙🏽,"call me hand: medium skin tone",3.0,call|hand|hang|loose|me|medium skin tone|Shaka,face-emotion,people-body,hand-fingers-partial,🤙,🏽
🤙🏾,"call me hand: medium-dark skin tone",3.0,call|hand|hang|loose|me|medium-dark skin tone|Shaka,face-emotion,people-body,hand-fingers-partial,🤙,🏾
🤙🏿,"call me hand: dark skin tone",3.0,call|dark skin tone|hand|hang|loose|me|Shaka,face-emotion,people-body,hand-fingers-partial,🤙,🏿
👈,"backhand index pointing left",0.6,backhand|finger|hand|index|left|point|pointing,face-emotion,people-body,hand-single-finger,,
👈🏻,"backhand index pointing left: light skin tone",1.0,backhand|finger|hand|index|left|light skin tone|point|pointing,face-emotion,people-body,hand-single-finger,👈,🏻
👈🏼,"backhand index pointing left: medium-light skin tone",1.0,backhand|finger|hand|index|left|medium-light skin tone|point|pointing,face-emotion,people-body,hand-single-finger,👈,🏼
